序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音
12718,受用,精熟,第7級,,7,4,"[['受用', ['34343']]]",ㄕㄡˋ ㄩㄥˋ,shòu yòng
12719,授予,精熟,第7級,,6,1,"[['授予', ['34355']]]",ㄕㄡˋ ㄩˇ,shòu yǔ
12720,手杖,精熟,第7級,,4,0,"[['手杖', ['34211']]]",ㄕㄡˇ ㄓㄤˋ,shǒu zhàng
12721,收支,精熟,第7級,,3,2,"[['收支', ['34122']]]",ㄕㄡ ㄓ,shōu zhī
12722,壽終正寢,精熟,第7級,,2,1,"[['壽終正寢', ['34376']]]",ㄕㄡˋ ㄓㄨㄥ ㄓㄥˋ ㄑㄧㄣˇ,shòu zhōng zhèng qǐn
12723,受阻,精熟,第7級,,3,2,"[['受阻', ['34333']]]",ㄕㄡˋ ㄗㄨˇ,shòu zǔ
12724,手足無措,精熟,第7級,,4,1,"[['手足無措', ['45337']]]",ㄕㄡˇ ㄗㄨˊ ㄨˊ ㄘㄨㄛˋ,shǒu zú wú cuò
12725,受罪,精熟,第7級,,4,1,"[['受罪', ['34334']]]",ㄕㄡˋ ㄗㄨㄟˋ,shòu zuì
12726,孰,精熟,第7級,,9,2,"[['孰', ['35374']]]",ㄕㄨˊ,shú
12727,贖,精熟,第7級,,3,1,"[['贖', ['35376']]]",ㄕㄨˊ,shú
12728,殊不知,精熟,第7級,,5,1,"[['殊不知', ['35279']]]",ㄕㄨ ㄅㄨˋ ㄓ,shū bù zhī
12729,書呆子,精熟,第7級,,4,2,"[['書呆子', ['35321']]]",ㄕㄨ ㄉㄞ ˙ㄗ,shū dāi zi
12730,疏導,精熟,第7級,,2,1,"[['疏導', ['35290']]]",ㄕㄨ ㄉㄠˇ,shū dǎo
12731,抒發,精熟,第7級,,5,4,"[['抒發', ['35261']]]",ㄕㄨ ㄈㄚ,shū fā
12732,曙光,精熟,第7級,,6,8,"[['曙光', ['35454']]]",ㄕㄨˋ ㄍㄨㄤ,shù guāng
12733,輸家,精熟,第7級,,3,0,"[['輸家', ['35354']]]",ㄕㄨ ㄐㄧㄚ,shū jiā
12734,豎立,精熟,第7級,,5,3,"[['豎立', ['35472']]]",ㄕㄨˋ ㄌㄧˋ,shù lì
12735,梳理,精熟,第7級,,6,1,"[['梳理', ['35285']]]",ㄕㄨ ㄌㄧˇ,shū lǐ
12736,數落,精熟,第7級,,4,1,"[['數落', ['35413']]]",ㄕㄨˇ ㄌㄨㄛˋ,shǔ luò
12737,庶民,精熟,第7級,,6,4,"[['庶民', ['35443']]]",ㄕㄨˋ ㄇㄧㄣˊ,shù mín
12738,書目,精熟,第7級,,4,1,"[['書目', ['35318']]]",ㄕㄨ ㄇㄨˋ,shū mù
12739,樞紐,精熟,第7級,,3,3,"[['樞紐', ['35351']]]",ㄕㄨ ㄋㄧㄡˇ,shū niǔ
12740,書評,精熟,第7級,,3,0,"[['書評', ['35314']]]",ㄕㄨ ㄆㄧㄥˊ,shū píng
12741,暑氣,精熟,第7級,,2,2,"[['暑氣', ['35386']]]",ㄕㄨˇ ㄑㄧˋ,shǔ qì
12742,抒情,精熟,第7級,,5,2,"[['抒情', ['35264']]]",ㄕㄨ ㄑㄧㄥˊ,shū qíng
12743,樹梢,精熟,第7級,,7,2,"[['樹梢', ['35487']]]",ㄕㄨˋ ㄕㄠ,shù shāo
12744,屬實,精熟,第7級,,4,0,"[['屬實', ['35401']]]",ㄕㄨˇ ㄕˊ,shǔ shí
12745,舒坦,精熟,第7級,,3,2,"[['舒坦', ['35271']]]",ㄕㄨ ㄊㄢˇ,shū tǎn
12746,數以千計,精熟,第7級,,3,1,"[['數以千計', ['35468']]]",ㄕㄨˋ ㄧˇ ㄑㄧㄢ ㄐㄧˋ,shù yǐ qiān jì
12747,數一數二,精熟,第7級,,3,3,"[['數一數二', ['35415']]]",ㄕㄨˇ ㄧ ㄕㄨˇ ㄦˋ,shǔ yī shǔ èr
12748,疏於,精熟,第7級,,6,2,[],ㄕㄨ ㄩˊ,shū yú
12749,舒展,精熟,第7級,,3,1,"[['舒展', ['35273']]]",ㄕㄨ ㄓㄢˇ,shū zhǎn
12750,贖罪,精熟,第7級,,4,3,"[['贖罪', ['35382']]]",ㄕㄨˊ ㄗㄨㄟˋ,shú zuì
12751,衰敗,精熟,第7級,,4,3,"[['衰敗', ['35558']]]",ㄕㄨㄞ ㄅㄞˋ,shuāi bài
12752,率兵,精熟,第7級,,7,1,[],ㄕㄨㄞˋ ㄅㄧㄥ,shuài bīng
12753,衰落,精熟,第7級,,4,2,"[['衰落', ['35562']]]",ㄕㄨㄞ ㄌㄨㄛˋ,shuāi luò
12754,衰微,精熟,第7級,,3,1,"[['衰微', ['35565']]]",ㄕㄨㄞ ㄨㄟˊ,shuāi wéi
12755,拴,精熟,第7級,,10,0,"[['拴', ['35746']]]",ㄕㄨㄢ,shuān
12756,爽朗,精熟,第7級,,3,2,"[['爽朗', ['35851']]]",ㄕㄨㄤˇ ㄌㄤˇ,shuǎng lǎng
12757,水壩,精熟,第7級,,3,7,"[['水壩', ['35592']]]",ㄕㄨㄟˇ ㄅㄚˋ,shuǐ bà
12758,水草,精熟,第7級,,3,8,"[['水草', ['35701']]]",ㄕㄨㄟˇ ㄘㄠˇ,shuǐ cǎo
12759,水到渠成,精熟,第7級,,3,1,"[['水到渠成', ['35610']]]",ㄕㄨㄟˇ ㄉㄠˋ ㄑㄩˊ ㄔㄥˊ,shuǐ dào qú chéng
12760,水晶,精熟,第7級,,7,2,"[['水晶', ['35656']]]",ㄕㄨㄟˇ ㄐㄧㄥ,shuǐ jīng
12761,水利,精熟,第7級,,5,11,"[['水利', ['35631']]]",ㄕㄨㄟˇ ㄌㄧˋ,shuǐ lì
12762,水落石出,精熟,第7級,,4,1,"[['水落石出', ['35637']]]",ㄕㄨㄟˇ ㄌㄨㄛˋ ㄕˊ ㄔㄨ,shuǐ luò shí chū
12763,順服,精熟,第7級,,3,1,[],ㄕㄨㄣˋ ㄈㄨˊ,shùn fú
12764,順口,精熟,第7級,,3,3,"[['順口', ['35770']]]",ㄕㄨㄣˋ ㄎㄡˇ,shùn kǒu
12765,順理成章,精熟,第7級,,5,1,"[['順理成章', ['35766']]]",ㄕㄨㄣˋ ㄌㄧˇ ㄔㄥˊ ㄓㄤ,shùn lǐ chéng zhāng
12766,順其自然,精熟,第7級,,3,2,"[['順其自然', ['35772']]]",ㄕㄨㄣˋ ㄑㄧˊ ㄗˋ ㄖㄢˊ,shùn qí zì rán
12767,順遂,精熟,第7級,,4,6,"[['順遂', ['35786']]]",ㄕㄨㄣˋ ㄙㄨㄟˋ,shùn suì
12768,瞬息萬變,精熟,第7級,,3,2,"[['瞬息萬變', ['35758']]]",ㄕㄨㄣˋ ㄒㄧˊ ㄨㄢˋ ㄅㄧㄢˋ,shùn xí wàn biàn
12769,順心,精熟,第7級,,3,1,"[['順心', ['35773']]]",ㄕㄨㄣˋ ㄒㄧㄣ,shùn xīn
12770,順應,精熟,第7級,,7,10,"[['順應', ['35790']]]",ㄕㄨㄣˋ ㄧㄥˋ,shùn yìng
12771,說詞,精熟,第7級,,4,1,[],ㄕㄨㄛ ㄘˊ,shuō cí
12772,說辭,精熟,第7級,,3,0,"[['說辭', ['35540']]]",ㄕㄨㄛ ㄘˊ,shuō cí
12773,碩大,精熟,第7級,,4,2,"[['碩大', ['35549']]]",ㄕㄨㄛˋ ㄉㄚˋ,shuò dà
12774,說理,精熟,第7級,,3,1,"[['說理', ['35527']]]",ㄕㄨㄛ ㄌㄧˇ,shuō lǐ
12775,說明書,精熟,第7級,,4,1,"[['說明書', ['35518']]]",ㄕㄨㄛ ㄇㄧㄥˊ ㄕㄨ,shuō míng shū
12776,肆,精熟,第7級,,3,1,"[['肆', ['38706']]]",ㄙˋ,sì
12777,私奔,精熟,第7級,,4,1,"[['私奔', ['38506']]]",ㄙ ㄅㄣ,sī bēn
12778,似曾相識,精熟,第7級,,3,2,"[['似曾相識', ['38692']]]",ㄙˋ ㄘㄥˊ ㄒㄧㄤ ㄕˋ,sì céng xiāng shì
12779,絲綢,精熟,第7級,,6,11,"[['絲綢', ['38582']]]",ㄙ ㄔㄡˊ,sī chóu
12780,思忖,精熟,第7級,,3,0,[],ㄙ ㄘㄨㄣˇ,sī cǔn
12781,死黨,精熟,第7級,,4,1,"[['死黨', ['38594']]]",ㄙˇ ㄉㄤˇ,sǐ dǎng
12782,四分五裂,精熟,第7級,,2,1,"[['四分五裂', ['38647']]]",ㄙˋ ㄈㄣ ㄨˇ ㄌㄧㄝˋ,sì fēn wǔ liè
12783,死胡同,精熟,第7級,,2,0,"[['死胡同', ['38602']]]",ㄙˇ ㄏㄨˊ ˙ㄊㄨㄥ,sǐ hú tong
12784,伺機,精熟,第7級,,5,2,[],ㄙˋ ㄐㄧ,sì jī
12785,死寂,精熟,第7級,,4,2,"[['死寂', ['38606']]]",ㄙˇ ㄐㄧˊ,sǐ jí
12786,私家,精熟,第7級,,4,2,[],ㄙ ㄐㄧㄚ,sī jiā
12787,司空見慣,精熟,第7級,,3,1,"[['司空見慣', ['38502']]]",ㄙ ㄎㄨㄥ ㄐㄧㄢˋ ㄍㄨㄢˋ,sī kōng jiàn guàn
12788,私利,精熟,第7級,,3,0,"[['私利', ['38512']]]",ㄙ ㄌㄧˋ,sī lì
12789,死裡逃生,精熟,第7級,,2,1,"[['死裡逃生', ['38599']]]",ㄙˇ ㄌㄧˇ ㄊㄠˊ ㄕㄥ,sǐ lǐ táo shēng
12790,思量,精熟,第7級,,6,1,"[['思量', ['38542']]]",ㄙ ㄌㄧㄤˊ,sī liáng
12791,撕裂,精熟,第7級,,5,3,"[['撕裂', ['38568']]]",ㄙ ㄌㄧㄝˋ,sī liè
12792,司令,精熟,第7級,,15,2,"[['司令', ['38500']]]",ㄙ ㄌㄧㄥˋ,sī lìng
12793,思慮,精熟,第7級,,5,1,"[['思慮', ['38544']]]",ㄙ ㄌㄩˋ,sī lǜ
12794,私密,精熟,第7級,,5,2,[],ㄙ ㄇㄧˋ,sī mì
12795,死命,精熟,第7級,,4,0,"[['死命', ['38593']]]",ㄙˇ ㄇㄧㄥˋ,sǐ mìng
12796,肆虐,精熟,第7級,,4,11,"[['肆虐', ['38707']]]",ㄙˋ ㄋㄩㄝˋ,sì nüè
12797,死氣沉沉,精熟,第7級,,2,1,"[['死氣沉沉', ['38609']]]",ㄙˇ ㄑㄧˋ ㄔㄣˊ ㄔㄣˊ,sǐ qì chén chén
12798,死去活來,精熟,第7級,,3,1,"[['死去活來', ['38611']]]",ㄙˇ ㄑㄩˋ ㄏㄨㄛˊ ㄌㄞˊ,sǐ qù huó lái
12799,四散,精熟,第7級,,4,2,"[['四散', ['38678']]]",ㄙˋ ㄙㄢˋ,sì sàn
12800,廝殺,精熟,第7級,,5,2,"[['廝殺', ['38563']]]",ㄙ ㄕㄚ,sī shā
12801,私生活,精熟,第7級,,4,1,[],ㄙ ㄕㄥ ㄏㄨㄛˊ,sī shēng huó
12802,似是而非,精熟,第7級,,3,1,"[['似是而非', ['38691']]]",ㄙˋ ㄕˋ ㄦˊ ㄈㄟ,sì shì ér fēi
12803,四書,精熟,第7級,,4,1,"[['四書', ['38674']]]",ㄙˋ ㄕㄨ,sì shū
12804,私塾,精熟,第7級,,3,1,"[['私塾', ['38530']]]",ㄙ ㄕㄨˊ,sī shú
12805,斯文,精熟,第7級,,3,2,"[['斯文', ['38558']]]",ㄙ ㄨㄣˊ,sī wén
12806,肆無忌憚,精熟,第7級,,3,2,"[['肆無忌憚', ['38709']]]",ㄙˋ ㄨˊ ㄐㄧˋ ㄉㄢˋ,sì wú jì dàn
12807,絲線,精熟,第7級,,4,1,[],ㄙ ㄒㄧㄢˋ,sī xiàn
12808,死訊,精熟,第7級,,4,0,"[['死訊', ['38618']]]",ㄙˇ ㄒㄩㄣˋ,sǐ xùn
12809,嘶啞,精熟,第7級,,3,1,[],ㄙ ㄧㄚˇ,sī yǎ
12810,四溢,精熟,第7級,,3,1,[],ㄙˋ ㄧˋ,sì yì
12811,私有,精熟,第7級,,3,1,"[['私有', ['38534']]]",ㄙ ㄧㄡˇ,sī yǒu
12812,私自,精熟,第7級,,4,1,"[['私自', ['38532']]]",ㄙ ㄗˋ,sī zì
12813,鬆綁,精熟,第7級,,3,1,"[['鬆綁', ['39292']]]",ㄙㄨㄥ ㄅㄤˇ,sōng bǎng
12814,宋朝,精熟,第7級,,10,4,[],ㄙㄨㄥˋ ㄔㄠˊ,sòng cháo
12815,聳動,精熟,第7級,,3,2,"[['聳動', ['39313']]]",ㄙㄨㄥˇ ㄉㄨㄥˋ,sǒng dòng
12816,誦讀,精熟,第7級,,3,1,"[['誦讀', ['39345']]]",ㄙㄨㄥˋ ㄉㄨˊ,sòng dú
12817,聳肩,精熟,第7級,,4,1,"[['聳肩', ['39315']]]",ㄙㄨㄥˇ ㄐㄧㄢ,sǒng jiān
12818,聳立,精熟,第7級,,4,2,"[['聳立', ['39314']]]",ㄙㄨㄥˇ ㄌㄧˋ,sǒng lì
12819,松林,精熟,第7級,,4,0,"[['松林', ['39279']]]",ㄙㄨㄥ ㄌㄧㄣˊ,sōng lín
12820,送命,精熟,第7級,,2,0,"[['送命', ['39323']]]",ㄙㄨㄥˋ ㄇㄧㄥˋ,sòng mìng
12821,鬆手,精熟,第7級,,3,1,"[['鬆手', ['39300']]]",ㄙㄨㄥ ㄕㄡˇ,sōng shǒu
12822,松鼠,精熟,第7級,,7,5,"[['松鼠', ['39285']]]",ㄙㄨㄥ ㄕㄨˇ,sōng shǔ
12823,搜刮,精熟,第7級,,3,3,"[['搜刮', ['38825']]]",ㄙㄡ ㄍㄨㄚ,sōu guā
12824,粟,精熟,第7級,,4,3,"[['粟', ['39075']]]",ㄙㄨˋ,sù
12825,酥,精熟,第7級,,9,9,"[['酥', ['38994']]]",ㄙㄨ,sū
12826,宿命,精熟,第7級,,6,7,"[['宿命', ['39041']]]",ㄙㄨˋ ㄇㄧㄥˋ,sù mìng
12827,肅穆,精熟,第7級,,4,4,"[['肅穆', ['39078']]]",ㄙㄨˋ ㄇㄨˋ,sù mù
12828,肅然起敬,精熟,第7級,,4,0,"[['肅然起敬', ['39085']]]",ㄙㄨˋ ㄖㄢˊ ㄑㄧˇ ㄐㄧㄥˋ,sù rán qǐ jìng
12829,素色,精熟,第7級,,1,1,[],ㄙㄨˋ ㄙㄜˋ,sù sè
12830,塑像,精熟,第7級,,4,1,"[['塑像', ['39091']]]",ㄙㄨˋ ㄒㄧㄤˋ,sù xiàng
12831,素有,精熟,第7級,,3,5,[],ㄙㄨˋ ㄧㄡˇ,sù yǒu
12832,訴諸,精熟,第7級,,6,3,[],ㄙㄨˋ ㄓㄨ,sù zhū
12833,算計,精熟,第7級,,4,1,"[['算計', ['39247']]]",ㄙㄨㄢˋ ㄐㄧˋ,suàn jì
12834,算盤,精熟,第7級,,5,2,"[['算盤', ['39243']]]",ㄙㄨㄢˋ ㄆㄢˊ,suàn pán
12835,隨筆,精熟,第7級,,3,0,"[['隨筆', ['39172']]]",ㄙㄨㄟˊ ㄅㄧˇ,suí bǐ
12836,隨波逐流,精熟,第7級,,4,1,"[['隨波逐流', ['39171']]]",ㄙㄨㄟˊ ㄅㄛ ㄓㄨˊ ㄌㄧㄡˊ,suí bō zhú liú
12837,隋朝,精熟,第7級,,13,2,[],ㄙㄨㄟˊ ㄔㄠˊ,suí cháo
12838,隨機應變,精熟,第7級,,3,1,"[['隨機應變', ['39180']]]",ㄙㄨㄟˊ ㄐㄧ ㄧㄥˋ ㄅㄧㄢˋ,suí jī yìng biàn
12839,碎裂,精熟,第7級,,3,2,"[['碎裂', ['39212']]]",ㄙㄨㄟˋ ㄌㄧㄝˋ,suì liè
12840,隨俗,精熟,第7級,,2,3,"[['隨俗', ['39195']]]",ㄙㄨㄟˊ ㄙㄨˊ,suí sú
12841,隨同,精熟,第7級,,3,0,[],ㄙㄨㄟˊ ㄊㄨㄥˊ,suí tóng
12842,隨行,精熟,第7級,,6,2,"[['隨行', ['39183']]]",ㄙㄨㄟˊ ㄒㄧㄥˊ,suí xíng
12843,隨興,精熟,第7級,,4,2,"[['隨興', ['39184']]]",ㄙㄨㄟˊ ㄒㄧㄥˋ,suí xìng
12844,縮減,精熟,第7級,,4,4,"[['縮減', ['39112']]]",ㄙㄨㄛ ㄐㄧㄢˇ,suō jiǎn
12845,所見所聞,精熟,第7級,,3,1,"[['所見所聞', ['39124']]]",ㄙㄨㄛˇ ㄐㄧㄢˋ ㄙㄨㄛˇ ㄨㄣˊ,suǒ jiàn suǒ wén
12846,索賠,精熟,第7級,,2,0,"[['索賠', ['39137']]]",ㄙㄨㄛˇ ㄆㄟˊ,suǒ péi
12847,索求,精熟,第7級,,2,1,[],ㄙㄨㄛˇ ㄑㄧㄡˊ,suǒ qiú
12848,所向無敵,精熟,第7級,,2,1,"[['所向無敵', ['39126']]]",ㄙㄨㄛˇ ㄒㄧㄤˋ ㄨˊ ㄉㄧˊ,suǒ xiàng wú dí
12849,所以然,精熟,第7級,,4,2,"[['所以然', ['39133']]]",ㄙㄨㄛˇ ㄧˇ ㄖㄢˊ,suǒ yǐ rán
12850,縮影,精熟,第7級,,3,7,"[['縮影', ['39118']]]",ㄙㄨㄛ ㄧㄥˇ,suō yǐng
12851,所有人,精熟,第7級,,5,2,[],ㄙㄨㄛˇ ㄧㄡˇ ㄖㄣˊ,suǒ yǒu rén
12852,祂,精熟,第7級,,27,22,"[['祂', ['9924']]]",ㄊㄚ,tā
12853,踏板,精熟,第7級,,4,1,"[['踏板', ['9941']]]",ㄊㄚˋ ㄅㄢˇ,tà bǎn
12854,撻伐,精熟,第7級,,2,3,"[['撻伐', ['9957']]]",ㄊㄚˋ ㄈㄚ,tà fā
12855,榻榻米,精熟,第7級,,4,0,"[['榻榻米', ['9952']]]",ㄊㄚˋ ㄊㄚˋ ㄇㄧˇ,tà tà mǐ
12856,他鄉,精熟,第7級,,3,2,"[['他鄉', ['9914']]]",ㄊㄚ ㄒㄧㄤ,tā xiāng
12857,太后,精熟,第7級,,64,1,"[['太后', ['10112']]]",ㄊㄞˋ ㄏㄡˋ,tài hòu
12858,太監,精熟,第7級,,38,0,"[['太監', ['10115']]]",ㄊㄞˋ ㄐㄧㄢˋ,tài jiàn
12859,檯面,精熟,第7級,,5,10,"[['檯面', ['10086']]]",ㄊㄞˊ ㄇㄧㄢˋ,tái miàn
12860,泰然自若,精熟,第7級,,2,1,"[['泰然自若', ['10145']]]",ㄊㄞˋ ㄖㄢˊ ㄗˋ ㄖㄨㄛˋ,tài rán zì ruò
12861,態勢,精熟,第7級,,6,5,"[['態勢', ['10148']]]",ㄊㄞˋ ㄕˋ,tài shì
12862,抬頭挺胸,精熟,第7級,,2,3,"[['抬頭挺胸', ['10048']]]",ㄊㄞˊ ㄊㄡˊ ㄊㄧㄥˇ ㄒㄩㄥ,tái tóu tǐng xiōng
12863,太陽穴,精熟,第7級,,4,2,"[['太陽穴', ['10132']]]",ㄊㄞˋ ㄧㄤˊ ㄒㄩㄝˋ,tài yáng xuè
12864,太子,精熟,第7級,,71,4,"[['太子', ['10120']]]",ㄊㄞˋ ㄗˇ,tài zǐ
12865,太祖,精熟,第7級,,14,1,"[['太祖', ['10122']]]",ㄊㄞˋ ㄗㄨˇ,tài zǔ
12866,碳,精熟,第7級,,8,144,"[['碳', ['10533']]]",ㄊㄢˋ,tàn
12867,癱,精熟,第7級,,4,1,"[['癱', ['10450']]]",ㄊㄢ,tān
12868,探測,精熟,第7級,,5,11,"[['探測', ['10570']]]",ㄊㄢˋ ㄘㄜˋ,tàn cè
12869,探查,精熟,第7級,,3,1,"[['探查', ['10566']]]",ㄊㄢˋ ㄔㄚˊ,tàn chá
12870,探訪,精熟,第7級,,7,8,"[['探訪', ['10544']]]",ㄊㄢˋ ㄈㄤˇ,tàn fǎng
12871,談何容易,精熟,第7級,,3,2,"[['談何容易', ['10472']]]",ㄊㄢˊ ㄏㄜˊ ㄖㄨㄥˊ ㄧˋ,tán hé róng yì
12872,袒護,精熟,第7級,,2,0,"[['袒護', ['10525']]]",ㄊㄢˇ ㄏㄨˋ,tǎn hù
12873,曇花一現,精熟,第7級,,2,1,"[['曇花一現', ['10507']]]",ㄊㄢˊ ㄏㄨㄚ ㄧˊ ㄒㄧㄢˋ,tán huā yí xiàn
12874,彈簧,精熟,第7級,,4,2,"[['彈簧', ['10490']]]",ㄊㄢˊ ㄏㄨㄤˊ,tán huáng
12875,探親,精熟,第7級,,3,4,"[['探親', ['10559']]]",ㄊㄢˋ ㄑㄧㄣ,tàn qīn
12876,談情說愛,精熟,第7級,,2,1,"[['談情說愛', ['10477']]]",ㄊㄢˊ ㄑㄧㄥˊ ㄕㄨㄛ ㄞˋ,tán qíng shuō ài
12877,探求,精熟,第7級,,3,1,"[['探求', ['10558']]]",ㄊㄢˋ ㄑㄧㄡˊ,tàn qiú
12878,探視,精熟,第7級,,6,6,"[['探視', ['10567']]]",ㄊㄢˋ ㄕˋ,tàn shì
12879,忐忑不安,精熟,第7級,,4,1,"[['忐忑不安', ['10510']]]",ㄊㄢˇ ㄊㄜˋ ㄅㄨˋ ㄢ,tǎn tè bù ān
12880,彈跳,精熟,第7級,,3,1,"[['彈跳', ['10485']]]",ㄊㄢˊ ㄊㄧㄠˋ,tán tiào
12881,探聽,精熟,第7級,,4,1,"[['探聽', ['10549']]]",ㄊㄢˋ ㄊㄧㄥ,tàn tīng
12882,探頭,精熟,第7級,,6,1,"[['探頭', ['10547']]]",ㄊㄢ ㄊㄡˊ,tān tóu
12883,談吐,精熟,第7級,,4,1,"[['談吐', ['10467']]]",ㄊㄢˊ ㄊㄨˇ,tán tǔ
12884,貪圖,精熟,第7級,,4,2,"[['貪圖', ['10423']]]",ㄊㄢ ㄊㄨˊ,tān tú
12885,嘆為觀止,精熟,第7級,,4,3,"[['嘆為觀止', ['10581']]]",ㄊㄢˋ ㄨㄟˊ ㄍㄨㄢ ㄓˇ,tàn wéi guān zhǐ
12886,探問,精熟,第7級,,4,0,"[['探問', ['10573']]]",ㄊㄢˋ ㄨㄣˋ,tàn wèn
12887,談心,精熟,第7級,,5,1,"[['談心', ['10481']]]",ㄊㄢˊ ㄒㄧㄣ,tán xīn
12888,探尋,精熟,第7級,,4,1,"[['探尋', ['10562']]]",ㄊㄢˋ ㄒㄩㄣˊ,tàn xún
12889,探詢,精熟,第7級,,5,1,"[['探詢', ['10563']]]",ㄊㄢˋ ㄒㄩㄣˊ,tàn xún
12890,唐朝,精熟,第7級,,23,17,[],ㄊㄤˊ ㄔㄠˊ,táng cháo
12891,堂而皇之,精熟,第7級,,2,0,"[['堂而皇之', ['10633']]]",ㄊㄤˊ ㄦˊ ㄏㄨㄤˊ ㄓ,táng ér huáng zhī
12892,搪塞,精熟,第7級,,3,0,"[['搪塞', ['10607']]]",ㄊㄤˊ ㄙㄜˋ,táng sè
12893,堂堂,精熟,第7級,,6,2,"[['堂堂', ['10625']]]",ㄊㄤˊ ㄊㄤˊ,táng táng
12894,堂兄,精熟,第7級,,3,0,"[['堂兄', ['10629']]]",ㄊㄤˊ ㄒㄩㄥ,táng xiōng
12895,逃竄,精熟,第7級,,3,1,"[['逃竄', ['10208']]]",ㄊㄠˊ ㄘㄨㄢˋ,táo cuàn
12896,討伐,精熟,第7級,,12,2,"[['討伐', ['10235']]]",ㄊㄠˇ ㄈㄚ,tǎo fā
12897,淘氣,精熟,第7級,,4,1,"[['淘氣', ['10219']]]",ㄊㄠˊ ㄑㄧˋ,táo qì
12898,滔滔,精熟,第7級,,4,2,"[['滔滔', ['10157']]]",ㄊㄠ ㄊㄠ,tāo tāo
12899,滔天,精熟,第7級,,3,1,"[['滔天', ['10160']]]",ㄊㄠ ㄊㄧㄢ,tāo tiān
12900,陶冶,精熟,第7級,,4,1,"[['陶冶', ['10229']]]",ㄊㄠˊ ㄧㄝˇ,táo yě
12901,逃逸,精熟,第7級,,2,1,"[['逃逸', ['10209']]]",ㄊㄠˊ ㄧˋ,táo yì
12902,逃之夭夭,精熟,第7級,,3,1,"[['逃之夭夭', ['10203']]]",ㄊㄠˊ ㄓ ㄧㄠ ㄧㄠ,táo zhī yāo yāo
12903,特長,精熟,第7級,,4,1,"[['特長', ['10021']]]",ㄊㄜˋ ㄔㄤˊ,tè cháng
12904,特技,精熟,第7級,,3,1,"[['特技', ['9994']]]",ㄊㄜˋ ㄐㄧˋ,tè jì
12905,特例,精熟,第7級,,4,3,"[['特例', ['9984']]]",ㄊㄜˋ ㄌㄧˋ,tè lì
12906,特立獨行,精熟,第7級,,3,1,"[['特立獨行', ['9983']]]",ㄊㄜˋ ㄌㄧˋ ㄉㄨˊ ㄒㄧㄥˊ,tè lì dú xíng
12907,特務,精熟,第7級,,7,1,"[['特務', ['10035']]]",ㄊㄜˋ ㄨˋ,tè wù
12908,特寫,精熟,第7級,,4,1,"[['特寫', ['10004']]]",ㄊㄜˋ ㄒㄧㄝˇ,tè xiě
12909,特約,精熟,第7級,,2,1,"[['特約', ['10036']]]",ㄊㄜˋ ㄩㄝ,tè yuē
12910,騰空,精熟,第7級,,5,1,"[['騰空', ['10676']]]",ㄊㄥˊ ㄎㄨㄥ,téng kōng
12911,藤蔓,精熟,第7級,,3,5,"[['藤蔓', ['10669']]]",ㄊㄥˊ ㄇㄢˋ,téng màn
12912,疼惜,精熟,第7級,,3,13,"[['疼惜', ['10661']]]",ㄊㄥˊ ㄒㄧˊ,téng xí
12913,啼,精熟,第7級,,7,2,"[['啼', ['10764']]]",ㄊㄧˊ,tí
12914,剃,精熟,第7級,,4,2,"[['剃', ['10823']]]",ㄊㄧˋ,tì
12915,提筆,精熟,第7級,,4,1,"[['提筆', ['10705']]]",ㄊㄧˊ ㄅㄧˇ,tí bǐ
12916,體察,精熟,第7級,,2,2,"[['體察', ['10805']]]",ㄊㄧˇ ㄔㄚˊ,tǐ chá
12917,剔除,精熟,第7級,,3,1,"[['剔除', ['10683']]]",ㄊㄧ ㄔㄨˊ,tī chú
12918,提煉,精熟,第7級,,4,10,"[['提煉', ['10711']]]",ㄊㄧˊ ㄌㄧㄢˋ,tí liàn
12919,體面,精熟,第7級,,7,1,"[['體面', ['10776']]]",ㄊㄧˇ ㄇㄧㄢˋ,tǐ miàn
12920,提取,精熟,第7級,,7,3,"[['提取', ['10728']]]",ㄊㄧˊ ㄑㄩˇ,tí qǔ
12921,體態,精熟,第7級,,5,4,"[['體態', ['10779']]]",ㄊㄧˇ ㄊㄞˋ,tǐ tài
12922,體統,精熟,第7級,,2,1,"[['體統', ['10783']]]",ㄊㄧˇ ㄊㄨㄥˇ,tǐ tǒng
12923,體悟,精熟,第7級,,6,13,"[['體悟', ['45238']]]",ㄊㄧˇ ㄨˋ,tǐ wù
12924,提攜,精熟,第7級,,3,2,"[['提攜', ['10729']]]",ㄊㄧˊ ㄒㄧ,tí xī
12925,啼笑皆非,精熟,第7級,,2,0,"[['啼笑皆非', ['10768']]]",ㄊㄧˊ ㄒㄧㄠˋ ㄐㄧㄝ ㄈㄟ,tí xiào jiē fēi
12926,提心吊膽,精熟,第7級,,4,3,"[['提心吊膽', ['10731']]]",ㄊㄧˊ ㄒㄧㄣ ㄉㄧㄠˋ ㄉㄢˇ,tí xīn diào dǎn
12927,體恤,精熟,第7級,,3,2,"[['體恤', ['10800']]]",ㄊㄧˇ ㄒㄩˋ,tǐ xù
12928,提振,精熟,第7級,,3,3,"[['提振', ['10733']]]",ㄊㄧˊ ㄓㄣˋ,tí zhèn
12929,天鵝,精熟,第7級,,8,2,"[['天鵝', ['11218']]]",ㄊㄧㄢ ㄜˊ,tiān é
