"id","word","written_freq","spoken_freq","zhuyin","pinyin","tags"
10277,"東山再起",3,1,"ㄉㄨㄥ ㄕㄢ ㄗㄞˋ ㄑㄧˇ","dōng shān zài qǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10278,"動彈不得",6,3,"ㄉㄨㄥˋ ㄊㄢ ˊㄅㄨˋ ㄉㄜˊ","dòng tán bù dé","UC::TBCL-level-7, UC::TBCL-advanced"
10279,"洞悉",5,1,"ㄉㄨㄥˋ ㄒㄧ","dòng xī","UC::TBCL-level-7, UC::TBCL-advanced"
10280,"動輒",6,4,"ㄉㄨㄥˋ ㄓㄜˊ","dòng zhé","UC::TBCL-level-7, UC::TBCL-advanced"
10281,"斗",9,7,"ㄉㄡˇ","dǒu","UC::TBCL-level-7, UC::TBCL-advanced"
10282,"兜",5,4,"ㄉㄡ","dōu","UC::TBCL-level-7, UC::TBCL-advanced"
10283,"斗大",3,2,"ㄉㄡˇ ㄉㄚˋ","dǒu dà","UC::TBCL-level-7, UC::TBCL-advanced"
10284,"兜風",3,1,"ㄉㄡ ㄈㄥ","dōu fēng","UC::TBCL-level-7, UC::TBCL-advanced"
10285,"逗留",6,2,"ㄉㄡˋ ㄌㄧㄡˊ","dòu liú","UC::TBCL-level-7, UC::TBCL-advanced"
10286,"陡坡",3,1,"ㄉㄡˇ ㄆㄛ","dǒu pō","UC::TBCL-level-7, UC::TBCL-advanced"
10287,"陡峭",6,6,"ㄉㄡˇ ㄑㄧㄠˋ","dǒu qiào","UC::TBCL-level-7, UC::TBCL-advanced"
10288,"逗趣",3,2,"ㄉㄡˋ ㄑㄩˋ","dòu qù","UC::TBCL-level-7, UC::TBCL-advanced"
10289,"鬥士",4,7,"ㄉㄡˋ ㄕˋ","dòu shì","UC::TBCL-level-7, UC::TBCL-advanced"
10290,"兜售",3,3,"ㄉㄡ ㄕㄡˋ","dōu shòu","UC::TBCL-level-7, UC::TBCL-advanced"
10291,"鬥志",7,3,"ㄉㄡˋ ㄓˋ","dòu zhì","UC::TBCL-level-7, UC::TBCL-advanced"
10292,"鬥智",3,0,"ㄉㄡˋ ㄓˋ","dòu zhì","UC::TBCL-level-7, UC::TBCL-advanced"
10293,"獨霸",3,1,"ㄉㄨˊ ㄅㄚˋ","dú bà","UC::TBCL-level-7, UC::TBCL-advanced"
10294,"渡船",3,1,"ㄉㄨˋ ㄔㄨㄢˊ","dù chuán","UC::TBCL-level-7, UC::TBCL-advanced"
10295,"獨創",3,2,"ㄉㄨˊ ㄔㄨㄤˋ","dú chuàng","UC::TBCL-level-7, UC::TBCL-advanced"
10296,"督促",5,5,"ㄉㄨ ㄘㄨˋ","dū cù","UC::TBCL-level-7, UC::TBCL-advanced"
10297,"獨當一面",3,2,"ㄉㄨˊ ㄉㄤ ㄧˊ ㄇㄧㄢˋ","dú dāng yí miàn","UC::TBCL-level-7, UC::TBCL-advanced"
10298,"督導",5,1,"ㄉㄨ ㄉㄠˇ","dū dǎo","UC::TBCL-level-7, UC::TBCL-advanced"
10299,"篤定",6,5,"ㄉㄨˇ ㄉㄧㄥˋ","dǔ dìng","UC::TBCL-level-7, UC::TBCL-advanced"
10300,"獨斷",3,0,"ㄉㄨˊ ㄉㄨㄢˋ","dú duàn","UC::TBCL-level-7, UC::TBCL-advanced"
10301,"毒害",4,3,"ㄉㄨˊ ㄏㄞˋ","dú hài","UC::TBCL-level-7, UC::TBCL-advanced"
10302,"都會",4,8,"ㄉㄨ ㄏㄨㄟˋ","dū huì","UC::TBCL-level-7, UC::TBCL-advanced"
10303,"妒忌",3,1,"ㄉㄨˋ ㄐㄧˋ","dù jì","UC::TBCL-level-7, UC::TBCL-advanced"
10304,"鍍金",3,1,"ㄉㄨˋ ㄐㄧㄣ","dù jīn","UC::TBCL-level-7, UC::TBCL-advanced"
10305,"獨居",4,13,"ㄉㄨˊ ㄐㄩ","dú jū","UC::TBCL-level-7, UC::TBCL-advanced"
10306,"獨具",4,1,"ㄉㄨˊ ㄐㄩˋ","dú jù","UC::TBCL-level-7, UC::TBCL-advanced"
10307,"杜絕",4,2,"ㄉㄨˋ ㄐㄩㄝˊ","dù jué","UC::TBCL-level-7, UC::TBCL-advanced"
10308,"獨門",3,2,"ㄉㄨˊ ㄇㄣˊ","dú mén","UC::TBCL-level-7, UC::TBCL-advanced"
10309,"嘟囔",2,0,"ㄉㄨ ˙ㄋㄤ","dū nang","UC::TBCL-level-7, UC::TBCL-advanced"
10310,"嘟噥",3,0,"ㄉㄨ ˙ㄋㄨㄥ","dū nong","UC::TBCL-level-7, UC::TBCL-advanced"
10311,"賭氣",4,2,"ㄉㄨˇ ㄑㄧˋ","dǔ qì","UC::TBCL-level-7, UC::TBCL-advanced"
10312,"獨身",3,0,"ㄉㄨˊ ㄕㄣ","dú shēn","UC::TBCL-level-7, UC::TBCL-advanced"
10313,"賭徒",4,0,"ㄉㄨˇ ㄊㄨˊ","dǔ tú","UC::TBCL-level-7, UC::TBCL-advanced"
10314,"獨享",2,1,"ㄉㄨˊ ㄒㄧㄤˇ","dú xiǎng","UC::TBCL-level-7, UC::TBCL-advanced"
10315,"篤信",3,3,"ㄉㄨˇ ㄒㄧㄣˋ","dǔ xìn","UC::TBCL-level-7, UC::TBCL-advanced"
10316,"獨行",3,1,"ㄉㄨˊ ㄒㄧㄥˊ","dú xíng","UC::TBCL-level-7, UC::TBCL-advanced"
10317,"獨佔/獨占",8,3,"ㄉㄨˊ ㄓㄢˋ","dú zhàn","UC::TBCL-level-7, UC::TBCL-advanced"
10318,"杜撰",3,1,"ㄉㄨˋ ㄓㄨㄢˋ","dù zhuàn","UC::TBCL-level-7, UC::TBCL-advanced"
10319,"端倪",5,3,"ㄉㄨㄢ ㄋㄧˊ","duān ní","UC::TBCL-level-7, UC::TBCL-advanced"
10320,"斷氣",3,1,"ㄉㄨㄢˋ ㄑㄧˋ","duàn qì","UC::TBCL-level-7, UC::TBCL-advanced"
10321,"端視",3,0,"ㄉㄨㄢ ㄕˋ","duān shì","UC::TBCL-level-7, UC::TBCL-advanced"
10322,"斷送",3,0,"ㄉㄨㄢˋ ㄙㄨㄥˋ","duàn sòng","UC::TBCL-level-7, UC::TBCL-advanced"
10323,"端詳",9,2,"ㄉㄨㄢ ㄒㄧㄤˊ","duān xiáng","UC::TBCL-level-7, UC::TBCL-advanced"
10324,"斷言",5,1,"ㄉㄨㄢˋ ㄧㄢˊ","duàn yán","UC::TBCL-level-7, UC::TBCL-advanced"
10325,"端正",5,2,"ㄉㄨㄢ ㄓㄥˋ","duān zhèng","UC::TBCL-level-7, UC::TBCL-advanced"
10326,"端莊",4,2,"ㄉㄨㄢ ㄓㄨㄤ","duān zhuāng","UC::TBCL-level-7, UC::TBCL-advanced"
10327,"堆疊",4,4,"ㄉㄨㄟ ㄉㄧㄝˊ","duī dié","UC::TBCL-level-7, UC::TBCL-advanced"
10328,"對聯",6,2,"ㄉㄨㄟˋ ㄌㄧㄢˊ","duì lián","UC::TBCL-level-7, UC::TBCL-advanced"
10329,"堆砌",2,1,"ㄉㄨㄟ ㄑㄧˋ","duī qì","UC::TBCL-level-7, UC::TBCL-advanced"
10330,"對望",3,1,"ㄉㄨㄟˋ ㄨㄤˋ","duì wàng","UC::TBCL-level-7, UC::TBCL-advanced"
10331,"兌現",4,3,"ㄉㄨㄟˋ ㄒㄧㄢˋ","duì xiàn","UC::TBCL-level-7, UC::TBCL-advanced"
10332,"對症下藥",4,2,"ㄉㄨㄟˋ ㄓㄥˋ ㄒㄧㄚˋ ㄧㄠˋ","duì zhèng xià yào","UC::TBCL-level-7, UC::TBCL-advanced"
10333,"鈍",3,2,"ㄉㄨㄣˋ","dùn","UC::TBCL-level-7, UC::TBCL-advanced"
10334,"敦促",3,4,"ㄉㄨㄣ ㄘㄨˋ","dūn cù","UC::TBCL-level-7, UC::TBCL-advanced"
10335,"敦厚",3,0,"ㄉㄨㄣ ㄏㄡˋ","dūn hòu","UC::TBCL-level-7, UC::TBCL-advanced"
10336,"盾牌",3,3,"ㄉㄨㄣˋ ㄆㄞˊ","dùn pái","UC::TBCL-level-7, UC::TBCL-advanced"
10337,"頓悟",6,2,"ㄉㄨㄣˋ ㄨˋ","dùn wù","UC::TBCL-level-7, UC::TBCL-advanced"
10338,"舵",3,1,"ㄉㄨㄛˋ","duò","UC::TBCL-level-7, UC::TBCL-advanced"
10339,"踱步",5,1,"ㄉㄨㄛˋ ㄅㄨˋ","duò bù","UC::TBCL-level-7, UC::TBCL-advanced"
10340,"多才多藝",3,1,"ㄉㄨㄛ ㄘㄞˊ ㄉㄨㄛ ㄧˋ","duō cái duō yì","UC::TBCL-level-7, UC::TBCL-advanced"
10341,"多愁善感",3,1,"ㄉㄨㄛ ㄔㄡˊ ㄕㄢˋ ㄍㄢˇ","duō chóu shàn gǎn","UC::TBCL-level-7, UC::TBCL-advanced"
10342,"多端",3,0,"ㄉㄨㄛ ㄉㄨㄢ","duō duān","UC::TBCL-level-7, UC::TBCL-advanced"
10343,"咄咄逼人",3,3,"ㄉㄨㄛˋ ㄉㄨㄛˋ ㄅㄧ ㄖㄣˊ","duò duò bī rén","UC::TBCL-level-7, UC::TBCL-advanced"
10344,"跺腳",3,1,"ㄉㄨㄛˋ ㄐㄧㄠˇ","duò jiǎo","UC::TBCL-level-7, UC::TBCL-advanced"
10345,"多媒體",6,2,"ㄉㄨㄛ ㄇㄟˊ ㄊㄧˇ","duō méi tǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10346,"奪目",4,1,"ㄉㄨㄛˊ ㄇㄨˋ","duó mù","UC::TBCL-level-7, UC::TBCL-advanced"
10347,"多難",3,2,"ㄉㄨㄛ ㄋㄢˋ","duō nàn","UC::TBCL-level-7, UC::TBCL-advanced"
10348,"哆嗦",4,0,"ㄉㄨㄛ ˙ㄙㄨㄛ","duō suo","UC::TBCL-level-7, UC::TBCL-advanced"
10349,"多疑",4,0,"ㄉㄨㄛ ㄧˊ","duō yí","UC::TBCL-level-7, UC::TBCL-advanced"
10350,"惡棍",4,0,"ㄜˋ ㄍㄨㄣˋ","è gùn","UC::TBCL-level-7, UC::TBCL-advanced"
10351,"惡果",3,2,"ㄜˋ ㄍㄨㄛˇ","è guǒ","UC::TBCL-level-7, UC::TBCL-advanced"
10352,"噩耗",3,1,"ㄜˋ ㄏㄠˋ","è hào","UC::TBCL-level-7, UC::TBCL-advanced"
10353,"惡狠狠",4,0,"ㄜˋ ㄏㄣˇ ㄏㄣˇ","è hěn hěn","UC::TBCL-level-7, UC::TBCL-advanced"
10354,"惡名",3,0,"ㄜˋ ㄇㄧㄥˊ","è míng","UC::TBCL-level-7, UC::TBCL-advanced"
10355,"愕然",2,0,"ㄜˋ ㄖㄢˊ","è rán","UC::TBCL-level-7, UC::TBCL-advanced"
10356,"扼殺",5,2,"ㄜˋ ㄕㄚ","è shā","UC::TBCL-level-7, UC::TBCL-advanced"
10357,"扼腕",2,1,"ㄜˋ ㄨㄢˋ","è wàn","UC::TBCL-level-7, UC::TBCL-advanced"
10358,"惡行",5,1,"ㄜˋ ㄒㄧㄥˋ","è xìng","UC::TBCL-level-7, UC::TBCL-advanced"
10359,"惡言",4,1,"ㄜˋ ㄧㄢˊ","è yán","UC::TBCL-level-7, UC::TBCL-advanced"
10360,"扼要",5,1,"ㄜˋ ㄧㄠˋ","è yào","UC::TBCL-level-7, UC::TBCL-advanced"
10361,"鱷魚",5,4,"ㄜˋ ㄩˊ","è yú","UC::TBCL-level-7, UC::TBCL-advanced"
10362,"阿諛",3,1,"ㄜ ㄩˊ","ē yú","UC::TBCL-level-7, UC::TBCL-advanced"
10363,"厄運",5,1,"ㄜˋ ㄩㄣˋ","è yùn","UC::TBCL-level-7, UC::TBCL-advanced"
10364,"遏止",4,4,"ㄜˋ ㄓˇ","è zhǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10365,"恩惠",4,1,"ㄣ ㄏㄨㄟˋ","ēn huì","UC::TBCL-level-7, UC::TBCL-advanced"
10366,"恩情",4,3,"ㄣ ㄑㄧㄥˊ","ēn qíng","UC::TBCL-level-7, UC::TBCL-advanced"
10367,"恩師",3,1,"ㄣ ㄕ","ēn shī","UC::TBCL-level-7, UC::TBCL-advanced"
10368,"恩賜",5,3,"ㄣ ㄙˋ","ēn sì","UC::TBCL-level-7, UC::TBCL-advanced"
10369,"恩怨",4,3,"ㄣ ㄩㄢˋ","ēn yuàn","UC::TBCL-level-7, UC::TBCL-advanced"
10370,"貳",3,1,"ㄦˋ","èr","UC::TBCL-level-7, UC::TBCL-advanced"
10371,"餌",5,3,"ㄦˇ","ěr","UC::TBCL-level-7, UC::TBCL-advanced"
10372,"爾後",4,2,"ㄦˇ ㄏㄡˋ","ěr hòu","UC::TBCL-level-7, UC::TBCL-advanced"
10373,"二話不說",4,3,"ㄦˋ ㄏㄨㄚˋ ㄅㄨˋ ㄕㄨㄛ","èr huà bù shuō","UC::TBCL-level-7, UC::TBCL-advanced"
10374,"耳目一新",2,3,"ㄦˇ ㄇㄨˋ ㄧ ㄒㄧㄣ","ěr mù yī xīn","UC::TBCL-level-7, UC::TBCL-advanced"
10375,"耳熟能詳",4,4,"ㄦˇ ㄕㄨˊ ㄋㄥˊ ㄒㄧㄤˊ","ěr shú néng xiáng","UC::TBCL-level-7, UC::TBCL-advanced"
10376,"耳提面命",2,2,"ㄦˇ ㄊㄧˊ ㄇㄧㄢˋ ㄇㄧㄥˋ","ěr tí miàn mìng","UC::TBCL-level-7, UC::TBCL-advanced"
10377,"耳聞",4,1,"ㄦˇ ㄨㄣˊ","ěr wén","UC::TBCL-level-7, UC::TBCL-advanced"
10378,"兒戲",3,1,"ㄦˊ ㄒㄧˋ","ér xì","UC::TBCL-level-7, UC::TBCL-advanced"
10379,"耳語",5,2,"ㄦˇ ㄩˇ","ěr yǔ","UC::TBCL-level-7, UC::TBCL-advanced"
10380,"發飆",2,1,"ㄈㄚ ㄅㄧㄠ","fā biāo","UC::TBCL-level-7, UC::TBCL-advanced"
10381,"法定",6,2,"ㄈㄚˇ ㄉㄧㄥˋ","fǎ dìng","UC::TBCL-level-7, UC::TBCL-advanced"
10382,"發號施令",6,1,"ㄈㄚ ㄏㄠˋ ㄕ ㄌㄧㄥˋ","fā hào shī lìng","UC::TBCL-level-7, UC::TBCL-advanced"
10383,"發慌",2,0,"ㄈㄚ ㄏㄨㄤ","fā huāng","UC::TBCL-level-7, UC::TBCL-advanced"
10384,"發跡",4,1,"ㄈㄚ ㄐㄧ","fā jī","UC::TBCL-level-7, UC::TBCL-advanced"
10385,"法力",3,1,"ㄈㄚˇ ㄌㄧˋ","fǎ lì","UC::TBCL-level-7, UC::TBCL-advanced"
10386,"發麻",3,1,"ㄈㄚ ㄇㄚˊ","fā má","UC::TBCL-level-7, UC::TBCL-advanced"
10387,"發難",3,1,"ㄈㄚ ㄋㄢˋ","fā nàn","UC::TBCL-level-7, UC::TBCL-advanced"
10388,"發人深省",3,1,"ㄈㄚ ㄖㄣˊ ㄕㄣ ㄒㄧㄥˇ","fā rén shēn xǐng","UC::TBCL-level-7, UC::TBCL-advanced"
10389,"法術",6,0,"ㄈㄚˇ ㄕㄨˋ","fǎ shù","UC::TBCL-level-7, UC::TBCL-advanced"
10390,"發言人",4,7,"ㄈㄚ ㄧㄢˊ ㄖㄣˊ","fā yán rén","UC::TBCL-level-7, UC::TBCL-advanced"
10391,"發揚",4,3,"ㄈㄚ ㄧㄤˊ","fā yáng","UC::TBCL-level-7, UC::TBCL-advanced"
10392,"發癢",3,1,"ㄈㄚ ㄧㄤˇ","fā yǎng","UC::TBCL-level-7, UC::TBCL-advanced"
10393,"發揚光大",4,5,"ㄈㄚ ㄧㄤˊ ㄍㄨㄤ ㄉㄚˋ","fā yáng guāng dà","UC::TBCL-level-7, UC::TBCL-advanced"
10394,"發源地",2,7,"ㄈㄚ ㄩㄢˊ ㄉㄧˋ","fā yuán dì","UC::TBCL-level-7, UC::TBCL-advanced"
10395,"翻版",3,1,"ㄈㄢ ㄅㄢˇ","fān bǎn","UC::TBCL-level-7, UC::TBCL-advanced"
10396,"範本",7,2,"ㄈㄢˋ ㄅㄣˇ","fàn běn","UC::TBCL-level-7, UC::TBCL-advanced"
10397,"帆布",4,4,"ㄈㄢ ㄅㄨˋ","fān bù","UC::TBCL-level-7, UC::TBCL-advanced"
10398,"反動",7,0,"ㄈㄢˇ ㄉㄨㄥˋ","fǎn dòng","UC::TBCL-level-7, UC::TBCL-advanced"
10399,"繁多",5,3,"ㄈㄢˊ ㄉㄨㄛ","fán duō","UC::TBCL-level-7, UC::TBCL-advanced"
10400,"凡夫俗子",2,0,"ㄈㄢˊ ㄈㄨ ㄙㄨˊ ㄗˇ","fán fū sú zǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10401,"反覆無常",2,1,"ㄈㄢˇ ㄈㄨˋ ㄨˊ ㄔㄤˊ","fǎn fù wú cháng","UC::TBCL-level-7, UC::TBCL-advanced"
10402,"反攻",7,1,"ㄈㄢˇ ㄍㄨㄥ","fǎn gōng","UC::TBCL-level-7, UC::TBCL-advanced"
10403,"泛黃",2,2,"ㄈㄢˋ ㄏㄨㄤˊ","fàn huáng","UC::TBCL-level-7, UC::TBCL-advanced"
10404,"反悔",3,2,"ㄈㄢˇ ㄏㄨㄟˇ","fǎn huǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10405,"翻來覆去",3,1,"ㄈㄢ ㄌㄞˊ ㄈㄨˋ ㄑㄩˋ","fān lái fù qù","UC::TBCL-level-7, UC::TBCL-advanced"
10406,"泛濫",2,1,"ㄈㄢˋ ㄌㄢˋ","fàn làn","UC::TBCL-level-7, UC::TBCL-advanced"
10407,"藩籬",3,5,"ㄈㄢˊ ㄌㄧˊ","fán lí","UC::TBCL-level-7, UC::TBCL-advanced"
10408,"繁茂",3,3,"ㄈㄢˊ ㄇㄠˋ","fán mào","UC::TBCL-level-7, UC::TBCL-advanced"
10409,"煩悶",3,0,"ㄈㄢˊ ㄇㄣˋ","fán mèn","UC::TBCL-level-7, UC::TBCL-advanced"
10410,"反撲",3,3,"ㄈㄢˇ ㄆㄨ","fǎn pū","UC::TBCL-level-7, UC::TBCL-advanced"
10411,"繁瑣",4,4,"ㄈㄢˊ ㄙㄨㄛˇ","fán suǒ","UC::TBCL-level-7, UC::TBCL-advanced"
10412,"翻騰",5,1,"ㄈㄢ ㄊㄥˊ","fān téng","UC::TBCL-level-7, UC::TBCL-advanced"
10413,"反胃",3,0,"ㄈㄢˇ ㄨㄟˋ","fǎn wèi","UC::TBCL-level-7, UC::TBCL-advanced"
10414,"翻新",3,1,"ㄈㄢ ㄒㄧㄣ","fān xīn","UC::TBCL-level-7, UC::TBCL-advanced"
10415,"繁星",3,1,"ㄈㄢˊ ㄒㄧㄥ","fán xīng","UC::TBCL-level-7, UC::TBCL-advanced"
10416,"繁衍",6,12,"ㄈㄢˊ ㄧㄢˇ","fán yǎn","UC::TBCL-level-7, UC::TBCL-advanced"
10417,"泛指",2,1,"ㄈㄢˋ ㄓˇ","fàn zhǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10418,"繁重",3,3,"ㄈㄢˊ ㄓㄨㄥˋ","fán zhòng","UC::TBCL-level-7, UC::TBCL-advanced"
10419,"翻轉",5,2,"ㄈㄢ ㄓㄨㄢˇ","fān zhuǎn","UC::TBCL-level-7, UC::TBCL-advanced"
10420,"方程式",11,2,"ㄈㄤ ㄔㄥˊ ㄕˋ","fāng chéng shì","UC::TBCL-level-7, UC::TBCL-advanced"
10421,"放大鏡",3,6,"ㄈㄤˋ ㄉㄚˋ ㄐㄧㄥˋ","fàng dà jìng","UC::TBCL-level-7, UC::TBCL-advanced"
10422,"放蕩",4,0,"ㄈㄤˋ ㄉㄤˋ","fàng dàng","UC::TBCL-level-7, UC::TBCL-advanced"
10423,"防空",1,2,"ㄈㄤˊ ㄎㄨㄥ","fáng kōng","UC::TBCL-level-7, UC::TBCL-advanced"
10424,"放牧",5,6,"ㄈㄤˋ ㄇㄨˋ","fàng mù","UC::TBCL-level-7, UC::TBCL-advanced"
10425,"放射",4,1,"ㄈㄤˋ ㄕㄜˋ","fàng shè","UC::TBCL-level-7, UC::TBCL-advanced"
10426,"放肆",4,1,"ㄈㄤˋ ㄙˋ","fàng sì","UC::TBCL-level-7, UC::TBCL-advanced"
10427,"防線",6,3,"ㄈㄤˊ ㄒㄧㄢˋ","fáng xiàn","UC::TBCL-level-7, UC::TBCL-advanced"
10428,"仿效",6,4,"ㄈㄤˇ ㄒㄧㄠˋ","fǎng xiào","UC::TBCL-level-7, UC::TBCL-advanced"
10429,"芳心",3,0,"ㄈㄤ ㄒㄧㄣ","fāng xīn","UC::TBCL-level-7, UC::TBCL-advanced"
10430,"放映",4,3,"ㄈㄤˋ ㄧㄥˋ","fàng yìng","UC::TBCL-level-7, UC::TBCL-advanced"
10431,"方圓",5,2,"ㄈㄤ ㄩㄢˊ","fāng yuán","UC::TBCL-level-7, UC::TBCL-advanced"
10432,"仿照",3,1,"ㄈㄤˇ ㄓㄠˋ","fǎng zhào","UC::TBCL-level-7, UC::TBCL-advanced"
10433,"方正",3,1,"ㄈㄤ ㄓㄥˋ","fāng zhèng","UC::TBCL-level-7, UC::TBCL-advanced"
10434,"防治",8,45,"ㄈㄤˊ ㄓˋ","fáng zhì","UC::TBCL-level-7, UC::TBCL-advanced"
10435,"放逐",5,1,"ㄈㄤˋ ㄓㄨˊ","fàng zhú","UC::TBCL-level-7, UC::TBCL-advanced"
10436,"誹謗",4,0,"ㄈㄟˇ ㄅㄤˋ","fěi bàng","UC::TBCL-level-7, UC::TBCL-advanced"
10437,"非比尋常",4,2,"ㄈㄟ ㄅㄧˇ ㄒㄩㄣˊ ㄔㄤˊ","fēi bǐ xún cháng","UC::TBCL-level-7, UC::TBCL-advanced"
10438,"飛馳",3,0,"ㄈㄟ ㄔˊ","fēi chí","UC::TBCL-level-7, UC::TBCL-advanced"
10439,"肥大",4,2,"ㄈㄟˊ ㄉㄚˋ","féi dà","UC::TBCL-level-7, UC::TBCL-advanced"
10440,"沸沸揚揚",2,1,"ㄈㄟˋ ㄈㄟˋ ㄧㄤˊ ㄧㄤˊ","fèi fèi yáng yáng","UC::TBCL-level-7, UC::TBCL-advanced"
10441,"肺腑",3,1,"ㄈㄟˋ ㄈㄨˇ","fèi fǔ","UC::TBCL-level-7, UC::TBCL-advanced"
10442,"費解",4,1,"ㄈㄟˋ ㄐㄧㄝˇ","fèi jiě","UC::TBCL-level-7, UC::TBCL-advanced"
10443,"肺結核",3,3,"ㄈㄟˋ ㄐㄧㄝˊ ㄏㄜˊ","fèi jié hé","UC::TBCL-level-7, UC::TBCL-advanced"
10444,"費勁",3,1,"ㄈㄟˋ ㄐㄧㄣˋ","fèi jìn","UC::TBCL-level-7, UC::TBCL-advanced"
10445,"肥料",7,87,"ㄈㄟˊ ㄌㄧㄠˋ","féi liào","UC::TBCL-level-7, UC::TBCL-advanced"
10446,"廢寢忘食",3,1,"ㄈㄟˋ ㄑㄧㄣˇ ㄨㄤˋ ㄕˊ","fèi qǐn wàng shí","UC::TBCL-level-7, UC::TBCL-advanced"
10447,"斐然",2,0,"ㄈㄟˇ ㄖㄢˊ","fěi rán","UC::TBCL-level-7, UC::TBCL-advanced"
10448,"非同小可",4,1,"ㄈㄟ ㄊㄨㄥˊ ㄒㄧㄠˇ ㄎㄜˇ","fēi tóng xiǎo kě","UC::TBCL-level-7, UC::TBCL-advanced"
10449,"肥沃",5,11,"ㄈㄟˊ ㄨㄛˋ","féi wò","UC::TBCL-level-7, UC::TBCL-advanced"
10450,"非議",3,0,"ㄈㄟ ㄧˋ","fēi yì","UC::TBCL-level-7, UC::TBCL-advanced"
10451,"匪夷所思",5,1,"ㄈㄟˇ ㄧˊ ㄙㄨㄛˇ ㄙ","fěi yí suǒ sī","UC::TBCL-level-7, UC::TBCL-advanced"
10452,"飛越",4,5,"ㄈㄟ ㄩㄝˋ","fēi yuè","UC::TBCL-level-7, UC::TBCL-advanced"
10453,"飛躍",3,1,"ㄈㄟ ㄩㄝˋ","fēi yuè","UC::TBCL-level-7, UC::TBCL-advanced"
10454,"廢止",4,1,"ㄈㄟˋ ㄓˇ","fèi zhǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10455,"粉筆",3,4,"ㄈㄣˇ ㄅㄧˇ","fěn bǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10456,"糞便",7,4,"ㄈㄣˋ ㄅㄧㄢˋ","fèn biàn","UC::TBCL-level-7, UC::TBCL-advanced"
10457,"奮不顧身",2,1,"ㄈㄣˋ ㄅㄨˊ ㄍㄨˋ ㄕㄣ","fèn bú gù shēn","UC::TBCL-level-7, UC::TBCL-advanced"
10458,"分寸",5,4,"ㄈㄣ ㄘㄨㄣˋ","fēn cùn","UC::TBCL-level-7, UC::TBCL-advanced"
10459,"分道揚鑣",3,1,"ㄈㄣ ㄉㄠˋ ㄧㄤˊ ㄅㄧㄠ","fēn dào yáng biāo","UC::TBCL-level-7, UC::TBCL-advanced"
10460,"分段",4,1,"ㄈㄣ ㄉㄨㄢˋ","fēn duàn","UC::TBCL-level-7, UC::TBCL-advanced"
10461,"奮發",3,2,"ㄈㄣˋ ㄈㄚ","fèn fā","UC::TBCL-level-7, UC::TBCL-advanced"
10462,"分發",3,1,"ㄈㄣ ㄈㄚ","fēn fā","UC::TBCL-level-7, UC::TBCL-advanced"
10463,"芬芳",4,2,"ㄈㄣ ㄈㄤ","fēn fāng","UC::TBCL-level-7, UC::TBCL-advanced"
10464,"紛飛",3,3,"ㄈㄣ ㄈㄟ","fēn fēi","UC::TBCL-level-7, UC::TBCL-advanced"
10465,"忿忿不平",2,1,"ㄈㄣˋ ㄈㄣˋ ㄅㄨˋ ㄆㄧㄥˊ","fèn fèn bù píng","UC::TBCL-level-7, UC::TBCL-advanced"
10466,"憤憤不平",2,1,"ㄈㄣˋ ㄈㄣˋ ㄅㄨˋ ㄆㄧㄥˊ","fèn fèn bù píng","UC::TBCL-level-7, UC::TBCL-advanced"
10467,"分工合作",3,3,"ㄈㄣ ㄍㄨㄥ ㄏㄜˊ ㄗㄨㄛˋ","fēn gōng hé zuò","UC::TBCL-level-7, UC::TBCL-advanced"
10468,"憤恨",5,0,"ㄈㄣˋ ㄏㄣˋ","fèn hèn","UC::TBCL-level-7, UC::TBCL-advanced"
10469,"焚毀",3,2,"ㄈㄣˊ ㄏㄨㄟˇ","fén huǐ","UC::TBCL-level-7, UC::TBCL-advanced"
10470,"分際",3,1,"ㄈㄣˋ ㄐㄧˋ","fèn jì","UC::TBCL-level-7, UC::TBCL-advanced"
10471,"分解",7,50,"ㄈㄣ ㄐㄧㄝˇ","fēn jiě","UC::TBCL-level-7, UC::TBCL-advanced"
10472,"分居",3,1,"ㄈㄣ ㄐㄩ","fēn jū","UC::TBCL-level-7, UC::TBCL-advanced"
10473,"憤慨",5,0,"ㄈㄣˋ ㄎㄞˇ","fèn kǎi","UC::TBCL-level-7, UC::TBCL-advanced"
10474,"紛亂",5,2,"ㄈㄣ ㄌㄨㄢˋ","fēn luàn","UC::TBCL-level-7, UC::TBCL-advanced"
10475,"憤懣",2,0,"ㄈㄣˋ ㄇㄣˋ","fèn mèn","UC::TBCL-level-7, UC::TBCL-advanced"
10476,"分門別類",3,2,"ㄈㄣ ㄇㄣˊ ㄅㄧㄝˊ ㄌㄟˋ","fēn mén bié lèi","UC::TBCL-level-7, UC::TBCL-advanced"
10477,"粉末",4,4,"ㄈㄣˇ ㄇㄛˋ","fěn mò","UC::TBCL-level-7, UC::TBCL-advanced"
