"id","word","written_freq","spoken_freq","zhuyin","pinyin","tags"
1251,"做到",86,114,"ㄗㄨㄛˋ ㄉㄠˋ","zuòdào","UC::TBCL-level-3-star, UC::TBCL-basic, UC::TBCL-context-core"
1252,"做生意",18,20,"ㄗㄨㄛˋ ㄕㄥ ㄧˋ","zuòshēngyì","UC::TBCL-level-3-star, UC::TBCL-basic, UC::TBCL-context-shopping-retail"
1253,"作文",13,10,"ㄗㄨㄛˋ ㄨㄣˊ","zuòwén","UC::TBCL-level-3-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
1254,"左右",126,88,"ㄗㄨㄛˇ ㄧㄡˋ","zuǒyòu","UC::TBCL-level-3-star, UC::TBCL-basic, UC::TBCL-context-core"
1255,"愛好",15,8,"ㄞˋ ㄏㄠˋ","ài hào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1256,"愛心",18,88,"ㄞˋ ㄒㄧㄣ","ài xīn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1257,"哎呀",15,28,"ㄞ ˙ㄧㄚ","āi ya","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1258,"哎喲",6,24,"ㄞ ㄧㄠ","āi yāo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1259,"安排",119,61,"ㄢ ㄆㄞˊ","ān pái","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1260,"按",128,39,"ㄢˋ","àn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1261,"按照",54,34,"ㄢˋ ㄓㄠˋ","àn zhào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1262,"擺",71,55,"ㄅㄞˇ","bǎi","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1263,"半天",0,0,"ㄅㄢˋ ㄊㄧㄢ","bàn tiān","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1264,"抱",96,66,"ㄅㄠˋ","bào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1265,"抱怨",71,22,"ㄅㄠˋ ㄩㄢˋ","bào yuàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1266,"笨蛋",11,2,"ㄅㄣˋ ㄉㄢˋ","bèn dàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1267,"比如說/比如",62,260,"ㄅㄧˇ ㄖㄨˊㄕㄨㄛ/ㄅㄧˇ ㄖㄨˊ","bǐ rú shuō/bǐ rú","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1268,"必需",8,7,"ㄅㄧˋ ㄒㄩ","bì xū","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1269,"必要",112,39,"ㄅㄧˋ ㄧㄠˋ","bì yào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1270,"變成",312,540,"ㄅㄧㄢˋ ㄔㄥˊ","biàn chéng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1271,"變化",146,184,"ㄅㄧㄢˋ ㄏㄨㄚˋ","biàn huà","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1272,"表2",39,39,"ㄅㄧㄠˇ","biǎo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1273,"表情",87,28,"ㄅㄧㄠˇ ㄑㄧㄥˊ","biǎo qíng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1274,"並且",225,137,"ㄅㄧㄥˋ ㄑㄧㄝˇ","bìng qiě","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1275,"不得不",83,21,"ㄅㄨˋ ㄉㄜˊ ㄅㄨˋ","bù dé bù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1276,"不斷",257,233,"ㄅㄨˊ ㄉㄨㄢˋ","bú duàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1277,"不論",108,56,"ㄅㄨˊ ㄌㄨㄣˋ","bú lùn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1278,"不如",86,39,"ㄅㄨˋ ㄖㄨˊ","bù rú","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1279,"不行",70,93,"ㄅㄨˋ ㄒㄧㄥˊ","bù xíng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1280,"擦",39,55,"ㄘㄚ","cā","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1281,"猜",47,39,"ㄘㄞ","cāi","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1282,"曾經/曾",687,517,"ㄘㄥˊ ㄐㄧㄥ/ㄘㄥˊ","céng jīng/céng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1283,"差一點/差點",32,21,"ㄔㄚ ㄧˋ ㄉㄧㄢ/ㄔㄚ ㄉㄧㄢˇ","chā yì diǎn/chā diǎn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1284,"常見",52,34,"ㄔㄤˊ ㄐㄧㄢˋ","cháng jiàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1285,"吵架",20,48,"ㄔㄠˇ ㄐㄧㄚˋ","chǎo jià","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1286,"趁",41,29,"ㄔㄣˋ","chèn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1287,"充電",4,17,"ㄔㄨㄥ ㄉㄧㄢˋ","chōng diàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1288,"抽菸/抽煙",22,18,"ㄔㄡ ㄧㄢ","chōu yān","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1289,"醜",19,16,"ㄔㄡˇ","chǒu","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1290,"初",133,75,"ㄔㄨ","chū","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1291,"吹",53,70,"ㄔㄨㄟ","chuī","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1292,"從小",61,132,"ㄘㄨㄥˊ ㄒㄧㄠˇ","cóng xiǎo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1293,"粗",33,29,"ㄘㄨ","cū","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1294,"錯誤",144,35,"ㄘㄨㄛˋ ㄨˋ","cuò wù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1295,"答應",81,35,"ㄉㄚ ㄧㄥˋ","dā yìng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1296,"代",159,187,"ㄉㄞˋ","dài","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1297,"代表",203,239,"ㄉㄞˋ ㄅㄧㄠˇ","dài biǎo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1298,"淡",19,17,"ㄉㄢˋ","dàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1299,"當成",59,50,"ㄉㄤˋ ㄔㄥˊ","dàng chéng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1300,"當作/當做",86,110,"ㄉㄤˋ ㄗㄨㄛˋ","dàng zuò","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1301,"倒1",166,102,"ㄉㄠˋ","dào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1302,"倒2",166,102,"ㄉㄠˇ","dǎo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1303,"到期",3,3,"ㄉㄠˋ ㄑㄧˊ","dào qí","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1304,"電燈",7,9,"ㄉㄧㄢˋ ㄉㄥ","diàn dēng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1305,"懂得",91,60,"ㄉㄨㄥˇ ˙ㄉㄜ","dǒng de","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1306,"棟",59,60,"ㄉㄨㄥˋ","dòng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1307,"洞",90,55,"ㄉㄨㄥˋ","dòng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1308,"動作",190,191,"ㄉㄨㄥˋ ㄗㄨㄛˋ","dòng zuò","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1309,"獨立",98,85,"ㄉㄨˊ ㄌㄧˋ","dú lì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1310,"段",387,341,"ㄉㄨㄢˋ","duàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1311,"堆",117,65,"ㄉㄨㄟ","duī","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1312,"對方",215,40,"ㄉㄨㄟˋ ㄈㄤ","duì fāng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1313,"對話",77,46,"ㄉㄨㄟˋ ㄏㄨㄚˋ","duì huà","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1314,"對象",96,34,"ㄉㄨㄟˋ ㄒㄧㄤˋ","duì xiàng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1315,"頓",72,20,"ㄉㄨㄣˋ","dùn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1316,"多半",50,19,"ㄉㄨㄛ ㄅㄢˋ","duō bàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1317,"多數",53,28,"ㄉㄨㄛ ㄕㄨˋ","duō shù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1318,"躲",56,42,"ㄉㄨㄛˇ","duǒ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1319,"嗯",73,363,"˙ㄣ","en","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1320,"兒童",146,127,"ㄦˊ ㄊㄨㄥˊ","ér tóng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1321,"而已",165,93,"ㄦˊ ㄧˇ","ér yǐ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1322,"發",81,91,"ㄈㄚ","fā","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1323,"翻",42,56,"ㄈㄢ","fān","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1324,"煩惱",47,53,"ㄈㄢˊ ㄋㄠˇ","fán nǎo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1325,"反應",218,106,"ㄈㄢˇ ㄧㄥˋ","fǎn yìng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1326,"放棄",104,107,"ㄈㄤˋ ㄑㄧˋ","fàng qì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1327,"放下",60,53,"ㄈㄤˋ ㄒㄧㄚˋ","fàng xià","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1328,"分開",27,18,"ㄈㄣ ㄎㄞ","fēn kāi","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1329,"豐富",98,130,"ㄈㄥ ㄈㄨˋ","fēng fù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1330,"婦女",72,51,"ㄈㄨˋ ㄋㄩˇ","fù nǚ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1331,"複雜",125,64,"ㄈㄨˋ ㄗㄚˊ","fù zá","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1332,"改變",372,360,"ㄍㄞˇ ㄅㄧㄢˋ","gǎi biàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1333,"改天",3,5,"ㄍㄞˇ ㄊㄧㄢ","gǎi tiān","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1334,"感到",291,73,"ㄍㄢˇ ㄉㄠˋ","gǎn dào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1335,"感動",67,186,"ㄍㄢˇ ㄉㄨㄥˋ","gǎn dòng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1336,"感謝",78,94,"ㄍㄢˇ ㄒㄧㄝˋ","gǎn xiè","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1337,"各式各樣",27,25,"ㄍㄜˋ ㄕˋ ㄍㄜˋ ㄧㄤˋ","gè shì gè yàng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1338,"根",163,114,"ㄍㄣ","gēn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1339,"公尺",80,147,"ㄍㄨㄥ ㄔˇ","gōng chǐ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1340,"公分",42,76,"ㄍㄨㄥ ㄈㄣ","gōng fēn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1341,"公斤",29,99,"ㄍㄨㄥ ㄐㄧㄣ","gōng jīn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1342,"公里",95,136,"ㄍㄨㄥ ㄌㄧˇ","gōng lǐ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1343,"共同",134,129,"ㄍㄨㄥˋ ㄊㄨㄥˊ","gòng tóng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1344,"溝通",138,94,"ㄍㄡ ㄊㄨㄥ","gōu tōng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1345,"鼓勵",115,160,"ㄍㄨˇ ㄌㄧˋ","gǔ lì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1346,"故意",67,32,"ㄍㄨˋ ㄧˋ","gù yì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1347,"乖",18,56,"ㄍㄨㄞ","guāi","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1348,"怪",90,42,"ㄍㄨㄞˋ","guài","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1349,"關門",9,10,"ㄍㄨㄢ ㄇㄣˊ","guān mén","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1350,"管",90,95,"ㄍㄨㄢˇ","guǎn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1351,"規定",77,49,"ㄍㄨㄟ ㄉㄧㄥˋ","guī dìng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1352,"貴姓",1,1,"ㄍㄨㄟˋ ㄒㄧㄥˋ","guì xìng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1353,"過期",3,5,"ㄍㄨㄛˋ ㄑㄧˊ","guò qí","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1354,"過去",364,393,"ㄍㄨㄛˋ ㄑㄩˋ","guò qù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1355,"哈",29,42,"ㄏㄚ","hā","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1356,"害",62,60,"ㄏㄞˋ","hài","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1357,"嗨",11,18,"ㄏㄞ","hāi","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1358,"海外",30,24,"ㄏㄞˇ ㄨㄞˋ","hǎi wài","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1359,"喊",81,26,"ㄏㄢˇ","hǎn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1360,"好2",1887,5853,"ㄏㄠˋ","hào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1361,"厚",36,38,"ㄏㄡˋ","hòu","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1362,"忽然/忽",143,26,"ㄏㄨ ㄖㄢˊ/ㄏㄨ","hū rán/hū","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1363,"糊塗",15,3,"ㄏㄨˊ ㄊㄨˊ","hú tú","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1364,"互相",97,105,"ㄏㄨˋ ㄒㄧㄤ","hù xiāng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1365,"滑",15,18,"ㄏㄨㄚˊ","huá","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1366,"話題",54,32,"ㄏㄨㄚˋ ㄊㄧˊ","huà tí","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1367,"或許",231,108,"ㄏㄨㄛˋ ㄒㄩˇ","huò xǔ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1368,"幾乎",306,236,"ㄐㄧ ㄏㄨ","jī hū","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1369,"激烈",48,23,"ㄐㄧ ㄌㄧㄝˋ","jī liè","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1370,"機器",78,66,"ㄐㄧ ㄑㄧˋ","jī qì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1371,"擠",35,23,"ㄐㄧˇ","jǐ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1372,"記",67,69,"ㄐㄧˋ","jì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1373,"記錄",65,64,"ㄐㄧˋ ㄌㄨˋ","jì lù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1374,"繼續",319,296,"ㄐㄧˋ ㄒㄩˋ","jì xù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1375,"加入",103,138,"ㄐㄧㄚ ㄖㄨˋ","jiā rù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1376,"家事",21,26,"ㄐㄧㄚ ㄕˋ","jiā shì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1377,"架",57,37,"ㄐㄧㄚˋ","jià","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1378,"價錢",18,29,"ㄐㄧㄚˋ ㄑㄧㄢˊ","jià qián","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1379,"剪",17,72,"ㄐㄧㄢˇ","jiǎn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1380,"檢查",93,91,"ㄐㄧㄢˇ ㄔㄚˊ","jiǎn chá","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1381,"減少",92,199,"ㄐㄧㄢˇ ㄕㄠˇ","jiǎn shǎo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1382,"見到",120,30,"ㄐㄧㄢˋ ㄉㄠˋ","jiàn dào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1383,"將來",73,74,"ㄐㄧㄤ ㄌㄞˊ","jiāng lái","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1384,"講話",52,83,"ㄐㄧㄤˇ ㄏㄨㄚˋ","jiǎng huà","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1385,"講價",1,0,"ㄐㄧㄤˇ ㄐㄧㄚˋ","jiǎng jià","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1386,"解決",234,228,"ㄐㄧㄝˇ ㄐㄩㄝˊ","jiě jué","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1387,"解釋",247,66,"ㄐㄧㄝˇ ㄕˋ","jiě shì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1388,"接受",360,196,"ㄐㄧㄝ ㄕㄡˋ","jiē shòu","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1389,"接下來",92,223,"ㄐㄧㄝ ㄒㄧㄚˋ ㄌㄞˊ","jiē xià lái","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1390,"緊",51,33,"ㄐㄧㄣˇ","jǐn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1391,"舉",82,65,"ㄐㄩˇ","jǔ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1392,"舉辦",45,52,"ㄐㄩˇ ㄅㄢˋ","jǔ bàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1393,"舉行",60,66,"ㄐㄩˇ ㄒㄧㄥˊ","jǔ xíng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1394,"拒絕",114,32,"ㄐㄩˋ ㄐㄩㄝˊ","jù jué","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1395,"距離/距",126,127,"ㄐㄩˋ ㄌㄧˊ/ㄐㄩˋ","jù lí/jù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1396,"看出",78,23,"ㄎㄢˋ ㄔㄨ","kàn chū","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1397,"靠",224,217,"ㄎㄠˋ","kào","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1398,"靠近",44,43,"ㄎㄠˋ ㄐㄧㄣˋ","kào jìn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1399,"考慮",111,49,"ㄎㄠˇ ㄌㄩˋ","kǎo lǜ","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1400,"棵",68,145,"ㄎㄜ","kē","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1401,"可憐",77,31,"ㄎㄜˇ ㄌㄧㄢˊ","kě lián","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1402,"恐怕",102,62,"ㄎㄨㄥˇ ㄆㄚˋ","kǒng pà","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1403,"快速",83,69,"ㄎㄨㄞˋ ㄙㄨˋ","kuài sù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1404,"寬",43,35,"ㄎㄨㄢ","kuān","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1405,"來不及",30,37,"ㄌㄞˊ ㄅㄨˋ ㄐㄧˊ","lái bù jí","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1406,"來得及",10,7,"ㄌㄞˊ ˙ㄉㄜ ㄐㄧˊ","lái de jí","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1407,"來自",161,178,"ㄌㄞˊ ㄗˋ","lái zì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1408,"懶",7,4,"ㄌㄢˇ","lǎn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1409,"浪費",50,107,"ㄌㄤˋ ㄈㄟˋ","làng fèi","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1410,"老是",39,12,"ㄌㄠˇ ㄕˋ","lǎo shì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1411,"理由",124,35,"ㄌㄧˇ ㄧㄡˊ","lǐ yóu","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1412,"厲害",53,169,"ㄌㄧˋ ㄏㄞˋ","lì hài","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1413,"亮",49,61,"ㄌㄧㄤˋ","liàng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1414,"量1",34,167,"ㄌㄧㄤˋ","liàng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1415,"領",50,44,"ㄌㄧㄥˇ","lǐng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1416,"路線",35,37,"ㄌㄨˋ ㄒㄧㄢˋ","lù xiàn","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1417,"罵",64,83,"ㄇㄚˋ","mà","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1418,"滿意",71,22,"ㄇㄢˇ ㄧˋ","mǎn yì","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1419,"滿足",111,47,"ㄇㄢˇ ㄗㄨˊ","mǎn zú","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1420,"慢用",1,0,"ㄇㄢˋ ㄩㄥˋ","màn yòng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1421,"沒(有)用",0,0,"ㄇㄟˊ (ㄧㄡˇ) ㄩㄥˋ","méi (yǒu) yòng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1422,"夢想",61,126,"ㄇㄥˋ ㄒㄧㄤˇ","mèng xiǎng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1423,"迷路",8,7,"ㄇㄧˊ ㄌㄨˋ","mí lù","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1424,"面前",125,29,"ㄇㄧㄢˋ ㄑㄧㄢˊ","miàn qián","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1425,"秒",62,51,"ㄇㄧㄠˇ","miǎo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1426,"明白",198,32,"ㄇㄧㄥˊ ㄅㄞˊ","míng bái","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1427,"摸",52,47,"ㄇㄛ","mō","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1428,"目標",231,118,"ㄇㄨˋ ㄅㄧㄠ","mù biāo","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1429,"目前",184,377,"ㄇㄨˋ ㄑㄧㄢˊ","mù qián","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1430,"拿出",60,19,"ㄋㄚˊ ㄔㄨ","ná chū","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1431,"濃",27,22,"ㄋㄨㄥˊ","nóng","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1432,"哦",65,105,"ㄛˊ","ó","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
1433,"喔",79,1304,"ㄛ","ō","UC::TBCL-level-4, UC::TBCL-intermediate, UC::TBCL-context-core"
